,date,user,conversation,replies number,likes number,rewteets number,cleaned_data,token_data,polarity,bert_sentiment,vader_sentiment
20,2023-03-07 15:56:03+00:00,mgubrud,"@ylecun @pmarca Did we learn nothing from the 50-year tragedy of deindustrialization? They always say ""retraining"" but there are no jobs. The lucky part of the next generation may get high-tech jobs. The rest in the fast food &amp; Walmart economy. Millions of people just dumped to die in poverty.",0,0,0,,,,,
21,2023-03-07 15:46:20+00:00,oo_labs,@ylecun @chris_jwala @pmarca Machine learning can in some instances just be a computer interpolating best fit lines under the hood . You had line graphs back in the day right?,0,0,0,,,,,
22,2023-03-07 15:25:57+00:00,ShafronTom,@ylecun @pmarca Government control of private markets is probably worse that socialism... crony capitalism.  All the classifications that are growing expensive faster than inflation are directly correlated to more government intervention in the US markets.,0,0,0,,,,,
23,2023-03-07 15:23:13+00:00,ShafronTom,@ylecun @pmarca Once robot AIs can do everything a human can but cheaper then the concept of displacement will no longer apply.  Though there will still likely be a premium on things done by humans because it will be a display of wealth (same reason people buy hand-made cars etc.),0,0,0,,,,,
24,2023-03-07 13:31:57+00:00,vincebrandon,@ylecun @LerrelPinto @nyuniversity Control systems are so much much fun and so hard. I remember my first IR line following bot. The stutters! HighSchool me had no idea while loops with loose pointers could cause so many problems. Do cool to see planning systems coming along.,0,1,0,,,,,
25,2023-03-07 11:50:59+00:00,dcallahan2,"@ylecun @pmarca AGREE. I am American living in Paris for many years, Tech work. Yes, we do regulate more here. All the better. 

BTW I am working on a blog on the EU AI Act (AI regulation) . Would be most interested in a short quote on this: should we regulate AI and, if so, why  and how much?.",0,0,0,,,,,
26,2023-03-07 11:27:42+00:00,cic_agi,@ylecun @LerrelPinto @nyuniversity It's a super important ability for sure.,0,1,0,,,,,
27,2023-03-07 04:24:52+00:00,farzan__ekram07,"@ylecun @lizstocks @chris_jwala @pmarca Respect @ylecun is a renowned comp. scientist and AI researcher who has made long contributions to the field, despite it being hard for him to switch from his previous branch of study. His dedication, expertise, and leadership have inspired and shaped the direction of AI research",0,0,0,,,,,
28,2023-03-07 01:58:13+00:00,andrewdfeldman,@ylecun @pmarca @erikbryn the most thorough analysis of the way technology impacts a broad economy is Stanford Professor of Economic History Paul Davids work here: https://t.co/vRfoda0OML,0,1,0,,,,,
29,2023-03-06 22:38:35+00:00,bogmaho,"@ylecun @Sulla2389 @pmarca Hmm, the hidden costs we pay in Europe obfuscate the divergence. We pay the same price for a television but we can afford far fewer. US healthcare costs are the tax they pay for Europeans to use their generics. Europeans just pay the actual tax.",1,0,0,,,,,
30,2023-03-06 21:55:40+00:00,grsimari,@ylecun @chris_jwala @pmarca Is it possible that you're wrong about the existence of ML when you got your Ph.D.?,0,2,0,,,,,
31,2023-03-06 20:57:07+00:00,charleswangb,"@ylecun @pmarca US definitely has a lot to tune in the dipoles of under vs over regulation so as to: 

- dampen regulatory capture *and*
- boost innovation 

Need both bottom up emergent engineering and top down regulation in order to keep free market to be truly free to serve social well-being",0,2,0,,,,,
32,2023-03-06 20:46:00+00:00,barbarikon,"@ylecun @pmarca A lot is hidden in the term “lasting”. How long is not “lasting”? And for whom? And where? AI - such as it is - will be incredibly disruptive, but that will not keep it from moving ahead for now.",0,1,0,,,,,
33,2023-03-06 20:41:55+00:00,fjmendez,@ylecun @pmarca Let's use AI to facilitate training of displaced people :),0,0,0,,,,,
34,2023-03-06 20:09:02+00:00,StephenLuttrell,"@ylecun You might find this “mutual information” paper of mine interesting: “A Hierarchical Network for Clutter and Texture Modelling”, Proc. SPIE, vol. 1565, 1991, https://t.co/WOEWfEayY7",0,1,0,,,,,
35,2023-03-06 17:51:02+00:00,ShilpeshGarg,@ylecun @peremayol dna -&gt; membrane -&gt; life -&gt; senses -&gt; self -&gt; native intelligence -&gt; memory/experience -&gt; general intelligence -&gt; consciousness -&gt; self awareness -&gt; human intelligence,0,0,0,,,,,
36,2023-03-06 17:28:44+00:00,BensenHsu,@ylecun Read paper using @OpenRead_sg,1,3,0,,,,,
37,2023-03-06 16:46:51+00:00,sarmientoj24,@ylecun Still works better than Galactica 😅,0,0,0,,,,,
38,2023-03-06 16:18:14+00:00,chris_jwala,@ylecun @lizstocks @pmarca But that isn't the same thing as AI putting a surgeon out of business and then asking the surgeon to retrain. This is a step change we are looking at that isn't gradual like in the past,1,1,0,,,,,
39,2023-03-06 14:46:12+00:00,BensenHsu,@ylecun Nice work! Can also check out our Paper Q&amp;A,0,4,0,,,,,
40,2023-03-06 13:39:19+00:00,conor_muldoon,"@ylecun @yudapearl According to Deutsch, he just means non-Turing and non-quantum computable; there could be some other form of computation going on, which we don't have a theory for yet: https://t.co/3ayTf7CUyB",0,0,0,,,,,
41,2023-03-06 13:39:10+00:00,k_mcelheran,@ylecun @pmarca That’s what we found found for software-driven automation and older workers in the US in this Journal of Econometrics piece https://t.co/3oSofH4Ssm,0,1,0,,,,,
42,2023-03-06 11:57:36+00:00,Roozbeh_Sanaei2,"@ylecun While there is an analogy between the brain and DNNs,  DNNs may operate through an entirely different mechanism. 

Is there any research in the context of DNNs indicating that one-by-one prediction of words is less effective than predicting the sentence as a whole?",0,0,0,,,,,
43,2023-03-06 11:43:06+00:00,metamathician,"@ylecun @pmarca @ESYudkowsky yeah, because people will be all dead :)",0,0,0,,,,,
44,2023-03-06 11:00:25+00:00,_dario_trh,@ylecun @pmarca Well Spain (my home country) has definitely seen an increase of prices and/or severe reduction in quality in any of those heavily regulated fields. The left pretty much fucked it all up for the past two decades.,0,0,0,,,,,
45,2023-03-06 10:57:44+00:00,_dario_trh,@ylecun @pmarca Are you considering the increase learning rate of humans as well? Knowledge passing from machine2human and/or human2human will also accelerate as technology beefs up bandwidth,0,0,0,,,,,
46,2023-03-06 10:47:25+00:00,NicoGrunenberg,"@ylecun @chris_jwala @pmarca Imagine you didn't have an IQ that's  3+ sigma. Imagine you grew up in an environment where, in order to provide for your family, you had to work in a coal mine or drive a truck. How would you think you'd fair studying linear algebra and matrix multiplication at 50 years old?",3,0,1,,,,,
47,2023-03-06 10:44:59+00:00,lizstocks,"@ylecun @chris_jwala @pmarca Computer Science didn't exist as a degree, you did maths or engineering (automation engineering for example!)",1,1,0,,,,,
48,2023-03-06 10:44:02+00:00,NicoGrunenberg,"@ylecun @pmarca Re: workforce retraining. No matter what people's imbecilic subjective thoughts are about ""The Bell Curve"" and intelligence, it seems obvious that there is an intelligence floor that has rapidly been increasing. AI seems to shift the IQ needed to have a job from 90 to 110+.",1,1,0,,,,,
49,2023-03-06 09:44:59+00:00,DavitSoselia_,"@ylecun @pmarca Agreed, though one thing to note is that unlike during previous technological evolutions, the years of schooling for the jobs AI will target are very high, with the average schooling of the US population up from 8 to 14 years over the century. 

 https://t.co/Bg0375kXFi",0,0,0,,,,,
50,2023-03-06 06:48:21+00:00,flyredeagle,"@ylecun @pmarca With us, as soon as I said target tech is changed, smart people moved on years before the catastrophy and human dramas  that are unfolding now for the slow adopters ;)",0,1,0,,,,,
51,2023-03-06 05:38:10+00:00,TimLucasTech,"@ylecun @chris_jwala @pmarca Yep, if you never stop learning, you are far less likely to be replaced. AI is only good at replacing solved and repeated tasks and it’s new data needs to be generated by someone. People who do a degree and then think their learning days are over are in trouble and rightly so.",1,0,0,,,,,
52,2023-03-06 04:42:01+00:00,JimDMiller,@ylecun @pmarca Automobiles and trucks did cause lasting unemployment among horses.,1,16,1,,,,,
53,2023-03-06 04:25:59+00:00,primalpoly,@ylecun @pmarca Can you offer any historical examples in which 'workforce retraining' was actually successful in helping tens of millions of people over age 40 who suffered sudden technological unemployment to find new jobs at similar wages?,13,40,0,,,,,
54,2023-03-06 04:22:44+00:00,vincebrandon,"@ylecun @pmarca @erikbryn I think one big obstacle holding back wider productivity gains over the last 5is years is a lack of evolution in the data application space. The engineering tech is there, but not everyone can afford Foundry or build reliable holistic systems in the cloud.",0,0,0,,,,,
55,2023-03-06 04:21:19+00:00,Janapati_,@ylecun thoughts?,0,0,0,,,,,
56,2023-03-06 04:12:40+00:00,ZainulA40877140,"@ylecun @pmarca Creating innovations  is  hardest and endlessly debatable,when available to everyone.

Ideal  technologies must create new  jobs, new industries and new demands of labor.",0,0,0,,,,,
57,2023-03-06 03:46:16+00:00,tsowell1984,@ylecun @pmarca It is true that we have to help people who had their job displaced but we have to always remember that until now always more people gets new jobs that the ones that where lost.,0,0,0,,,,,
58,2023-03-06 03:43:58+00:00,tsowell1984,@ylecun @pmarca What? The median income person in France has half the purchasing power than the median American. Considering all government transfers. Those European colleges and hospitals are not really free just paid in advance through taxes,0,0,0,,,,,
59,2023-03-06 02:55:54+00:00,chris_jwala,@ylecun @pmarca Sure but I think retraining in the event of a step change is probably impossible. Specialization is a key part of the modern economy and that takes great effort and time. So retraining is very hard to imagine in many cases,0,0,0,,,,,
60,2023-03-06 01:46:37+00:00,Jon_O90_,@ylecun @pmarca @ylecun thank you for saying this as someone high ranking in AI. All Id like to hear is some of the top people say that retraining is of the essence and possibly name some industries to consider. Please spread this message. I fear for those that will be impacted.,0,0,0,,,,,
61,2023-03-06 01:43:25+00:00,Winterpayload,@ylecun @pmarca AI will cause mass unemployment. Ubi will be necessary.,0,0,0,,,,,
62,2023-03-06 00:08:40+00:00,AlbertBuchard,"@ylecun @pmarca AGI will not be like the discovery and taming of Electricity. Electricity needed humans to adapt to it. AGI will adapt to anything new, anything it will itself create and change in the environment. Humans will only be required to watch and consume.",4,4,0,,,,,
63,2023-03-05 23:45:17+00:00,amcafee,"@ylecun @pmarca @erikbryn It looks like productivity benefits are starting to show up. And they're big. As @emollick puts it, ""Two early papers find the effects of generative AI on knowledge work are completely unprecedented in modern history""

https://t.co/fVOj3xkAJA

@erikbryn @danielrock do you agree?",1,21,7,,,,,
64,2023-03-05 23:19:20+00:00,FreeAI_io,@ylecun Open Source is justice!,0,0,0,,,,,
65,2023-03-05 23:11:04+00:00,artistexyz,"@ylecun @fauxdinger Linus Torvalds' opinion of quantum computing practitioners
https://t.co/8tgqJTWhNt",0,0,0,,,,,
66,2023-03-05 22:50:23+00:00,artistexyz,"@ylecun @fauxdinger It counts against you. As an MIT alumni, I am ashamed at how MIT and especially Seth Lloyd, acted as a Jeffrey Epstein paid enabler
https://t.co/AMaTIwh2yP",0,0,0,,,,,
67,2023-03-05 22:35:38+00:00,FreeAI_io,@ylecun @pmarca Embrace AI or miss an era,0,0,0,,,,,
68,2023-03-05 22:32:26+00:00,pmddomingos,"@ylecun @pmarca @erikbryn AI is multiple revolutions, not one.",0,6,0,,,,,
69,2023-03-05 22:11:49+00:00,trengriffin,@ylecun @pmarca @erikbryn Walter Pitts and Warren McCulloch analyzed networks of idealized artificial neurons and showed how they might perform simple logical functions in 1943. https://t.co/7dWeQSMgzk,0,2,0,,,,,
70,2023-03-05 22:05:48+00:00,chris_jwala,@ylecun @pmarca Maybe an example is in order. If an AI/CS specialist like you were to be hypothetically made obsolete by an AI would you be able to retrain yourself as an economist or marine biologist assuming those are two fields that AI hasn't disrupted.,1,3,0,,,,,
71,2023-03-05 21:37:38+00:00,far__el,"@ylecun @pmarca @erikbryn It's unfair to compare the incoming impact of AI on productivity to any other case in human history, as we never had access to fungible intelligence before today.",0,2,0,,,,,
72,2023-03-05 21:37:06+00:00,3DTOPO,@ylecun But I thought you adamantly claimed LLMs are *only* useful as writing assistants? 😝,0,1,0,,,,,
73,2023-03-05 21:22:31+00:00,DrTonyCarden,"@ylecun @pmarca It's hard to make economic sense of AI, including current investment, unless it reduces labour costs...",0,0,0,,,,,
74,2023-03-05 21:06:31+00:00,ToppaTib,@ylecun @pmarca Not true at all. Those things have also gotten way more expensive in the EU.,0,0,0,,,,,
75,2023-03-05 20:59:42+00:00,LeoVasanko,"@ylecun @pmarca ChatGPT said essentially the same, and this is certainly true for years to come.

But I am looking towards the distant future where jobs don't exist and people are free to do whatever they wish. That is an ideal, not something to be afraid of.",0,1,0,,,,,
76,2023-03-05 20:54:28+00:00,pad_jules,"@ylecun @pmarca I believe AI will make society better, by automating intelligence (solving very hard problems) and by creating immense wealth. I hope it will allow every humans to have access to huge amount of resources.  But one of the biggest challenge will be redistribution.",2,2,0,,,,,
77,2023-03-05 20:46:59+00:00,fauxdinger,"@ylecun is giving more attention to QML in public than nyone else, I really want to see him absolutely dominate the field if he gets into the research

Dr Lecunn have you considered working with Dr Schuld or Dr Temme. Data Encoding &amp; Ansatz Selection are plaguing QSVMs &amp; VQCs",1,0,0,,,,,
78,2023-03-05 20:33:30+00:00,Sulla2389,@ylecun @pmarca Not seen such increases in prices for consumers or in total cost? I have it hard to believe total costs have not increased in EU,1,1,0,,,,,
79,2023-03-05 18:59:07+00:00,DanielHUST,"@ylecun @pmarca As long as human still have desires, there will be jobs. The problem is that the speed of change greatly exceeds the adaptability of human in AI.",0,0,0,,,,,
80,2023-03-05 18:31:04+00:00,bitcloud,"@ylecun @pmarca Technological progress does one thing exceptionally well.

Unseats homeostasis.

Humans are rather fond of homeostasis, and it's kinda essential to our survival.",0,1,0,,,,,
81,2023-03-05 18:20:04+00:00,wjb_003,"@ylecun @pmarca Marc is just a capitalist, what else can he say?",0,0,0,,,,,
82,2023-03-05 18:18:18+00:00,AlbertFeghaly,"@ylecun @pmarca I agree that “If you want to regualte, at least regulate well”. An open free market for education, helathcare, etc. would certainly beat both. One of the main reasons regulation is needed is due to monopolies having regulatory capture over these sectors.",1,1,0,,,,,
83,2023-03-05 18:15:03+00:00,XtalSlow,"@ylecun
Any comment?",0,0,0,,,,,
84,2023-03-05 18:11:19+00:00,DFinsterwalder,"@ylecun @pmarca 💯. US healthcare is a broken corrupt and severely underregulated system. I once forgot medication on a trip to US and paid 700$ for something I get for under 60€ in Europe. It wasn't some fancy ""innovative"" medicine, but on the market for decades.",0,3,0,,,,,
85,2023-03-05 17:45:46+00:00,NickRhymesWitMc,"@ylecun AI will greatly increase efficiencies at this point.  In areas where the 80-20 rule may hold true, why wouldn't corporations fire large portions of that labor area when the 20% will become hyper-productive? It may become a cost saving mechanism to appease investors.",0,0,0,,,,,
86,2023-03-05 17:15:32+00:00,chris_jwala,@ylecun @pmarca Retraining at age 50 while you have a mortgage and kids to put through school is easier said than done. Some form of ubi is needed but it won't be sufficient.,0,7,0,,,,,
87,2023-03-05 17:11:38+00:00,deatoD2,"@ylecun @pmarca I worry about AI raising the bar relentlessly and making it harder to compete. 
When does it stop making sense investing time and energy on acquiring skills on what machines aren’t yet good enough to do if that can change in any moment",0,1,0,,,,,
88,2023-03-05 16:37:25+00:00,AlexShtf,"@ylecun @andrewgwils The same, but with papers and blog posts from @BachFrancis",0,1,0,,,,,
89,2023-03-05 16:26:47+00:00,ArthurB,@ylecun @andrewgwils This introduces a dilemma: Marcello's Oboe Concerto or Bach's keyboard arrangement?,2,2,0,,,,,
90,2023-03-05 16:10:07+00:00,anthony_bak,@ylecun @pmarca Everyone talks about workforce retraining but I think there’s limited evidence that it works well for the people directly effected - maybe for the next generation.  Happy to be wrong about this.,0,3,0,,,,,
91,2023-03-05 16:05:57+00:00,artistexyz,@ylecun @balazskegl Ockham's Razor going haywire https://t.co/ynQ7QZM7rE,0,0,0,,,,,
92,2023-03-05 16:04:32+00:00,msiniscalchi,"@ylecun Basically, an e-RA",0,0,0,,,,,
93,2023-03-05 15:54:09+00:00,prosperityall91,"@ylecun @pmarca At end of day, US has 40% higher per capita income than euro zone. 

Clearly whatever US is doing is working. 2 cents",1,1,0,,,,,
94,2023-03-05 15:52:22+00:00,artistexyz,@ylecun @balazskegl Ockham's Razor? You call that a knife? This is a knife: Causal Inference,1,0,0,,,,,
95,2023-03-05 15:51:58+00:00,Ideophobic11,"@ylecun @pmarca If the rate of progress in AI continues to accelerate, simply retraining the workforce may not be sufficient. Tasks that require years to master could be obsolete by the time workers become proficient in them.",0,2,1,,,,,
96,2023-03-05 15:51:21+00:00,liokhi,@ylecun @balazskegl .. we remember the famous sentence attributed falsely to Laplace..,0,0,0,,,,,
97,2023-03-05 15:50:21+00:00,ylecun,"@pmarca Your red/blue analysis is very US centric.
Arguably, European social democracies have not seen such increases in education, healthcare, and childcare because *they regulate more* (not less).
The US has done a *terrible* job at regulating these things in a half-ass way.
2/2",11,177,8,,,,,
98,2023-03-05 13:46:57+00:00,balazskegl,"@ylecun A remark on astrology, where we don't disagree (do we?). Astrology has a major effect on reality through the actions of the conscious beings of those who believe in it. Ironically, that is the exact same mechanism GPTChat affects the real world.",1,6,1,,,,,
99,2023-03-05 13:41:08+00:00,KatTyson4,@ylecun What's on Twitter Grand O Pussies let's do it again 2024 https://t.co/5TKVCvGNf3,0,0,0,,,,,
100,2023-03-05 13:32:21+00:00,balazskegl,"@ylecun Most religions originate in mystical experiences, unity with the one-ness, suspension of ego and time, thus causality. The main reason of the causal stories that are built on these experiences is to ""bring the experience down to Earth"",",1,2,1,,,,,
101,2023-03-05 13:00:12+00:00,profjasper,"@ylecun Wonderful, I will include it in my next lecture",0,0,0,,,,,
102,2023-03-05 09:50:24+00:00,eng_amrahmed,@ylecun @PingThread unroll,0,0,0,,,,,
103,2023-03-05 09:17:12+00:00,drusniel,@ylecun That is what pastafarians call a spiritual experience,0,1,0,,,,,
104,2023-03-05 08:08:15+00:00,SiegmannEckhard,"@ylecun Our minds are reasoning engines. Religion, astrology and conspiracy theories are perfect to fill in the voids, connecting loose ends. The one who controls what removes this tension in the minds gains a lot of power over people.",0,0,0,,,,,
105,2023-03-05 07:57:30+00:00,gottfriedmath,"@ylecun @yudapearl Yes! And action comes first, be it random action to start with, to understand consequences of one’s own actions and later extend to causal understanding in general. This is why AGI will probably be rooted in robotics (embodied AI) and while observational data based AI is limited.",0,1,0,,,,,
106,2023-03-05 07:50:43+00:00,AiSuitup,@ylecun @MetaAI @ylecun you and the team are a true inspiration for anyone working with AI.,0,0,0,,,,,
107,2023-03-05 06:24:10+00:00,drorhilman,"@ylecun Does it means that gpt2-like LLM is a pivotal aspect of the brain's language system, with some additional tactics to represent multiple temporal scopes at various levels?.",1,0,0,,,,,
108,2023-03-05 05:34:43+00:00,MichaelTrazzi,@ylecun https://t.co/0UcrJ9ys38,0,1,0,,,,,
109,2023-03-05 04:47:22+00:00,tinner_he,@ylecun Expecting AI having the ability to do casual inference,0,0,0,,,,,
110,2023-03-05 02:25:15+00:00,GaugeRedundant,@ylecun Precisely 😂,0,0,0,,,,,
111,2023-03-05 02:22:47+00:00,nasim_shahrokhi,@ylecun @MetaAI Still have a long way to beat Mr. @SchmidhuberAI,0,0,0,,,,,
112,2023-03-05 01:13:20+00:00,eugediana,@ylecun @conor_muldoon @yudapearl Wow,0,1,0,,,,,
113,2023-03-05 01:12:57+00:00,eugediana,"@ylecun @yudapearl ""causal model of the world"" -- is this an enormous undertaking to virtualize nature itself, or are we talking about allowing AI access to its physical surroundings...during the QA process, in essence?",0,1,0,,,,,
114,2023-03-04 23:55:17+00:00,TheOtherYes,"@ylecun @MetaAI Yann, why do you have such a need to tell that MetaAI research has a large impact?",0,0,0,,,,,
115,2023-03-04 23:42:30+00:00,FriedrichHayek,@ylecun This is a false and really ignorant argument. Please read the work of philosopher Larry Wright on the central role of our competence in explaining things in our lives and our survival.,1,1,0,,,,,
116,2023-03-04 23:04:23+00:00,BethCarey12,@ylecun @naivebaesian @yudapearl It's easy for us humans to take it for granted because causality is imbedded in language https://t.co/uMUtXRIrgf,0,1,0,,,,,
117,2023-03-04 22:56:40+00:00,mythpsy,@ylecun @memdotai mem it,1,0,0,,,,,
118,2023-03-04 21:32:32+00:00,pinigin,"@ylecun Actually, people are very good at creating unrealistic but coherent constructs. So astrology and religions can be counted as good evidence of humans' ability to causal inference and reasoning, as they work even for fantasized realities.",0,1,0,,,,,
119,2023-03-04 21:32:11+00:00,heyalexchoi,"@ylecun If I am not an academic researcher, should I expect to be able to get access?",0,0,0,,,,,
120,2023-03-04 21:26:38+00:00,angelinux74,@ylecun @truesteel23 @MetaAI @memdotai mem it,1,0,0,,,,,
121,2023-03-04 20:59:26+00:00,NickRhymesWitMc,"@ylecun Deduction,  induction,  and abduction.",0,0,0,,,,,
122,2023-03-04 20:48:31+00:00,UniMatrixZ0,@ylecun https://t.co/gQ981ZtulY,1,2,0,,,,,
123,2023-03-04 20:45:10+00:00,CapitalBanker,@ylecun to the initiated the image is self-explanatory 🎯,0,1,0,,,,,
124,2023-03-04 20:28:48+00:00,technotweet,"@ylecun @yudapearl Agree and, assuming machine intelligence scales, this is the basis for existential AI risk.",0,1,0,,,,,
125,2023-03-04 19:20:43+00:00,PPosledovich,"@ylecun But when you still do not know the cause effect relationship, does that mean there is none?

I have always wondered..",0,1,0,,,,,
126,2023-03-04 19:19:34+00:00,RiteshPrusty1,@ylecun Kraken listing date out huge pump ahead see guys...,0,0,0,,,,,
127,2023-03-04 18:50:54+00:00,MarcusErve,@ylecun @MetaAI Chapeau 🎩,0,0,0,,,,,
128,2023-03-04 18:46:19+00:00,laoda2000,@ylecun @MetaAI Perhaps it's a more fair comparison if the number of papers are divided by the number of direct employees.,0,0,0,,,,,
129,2023-03-04 18:37:02+00:00,MacGraeme42,"@ylecun @yudapearl Humans are very good at causal inference involving our direct experiences of everyday things. Everyone understands how a row of dominoes falls over.

Religion &amp; astrology are the result of extrapolating causal reasoning to things outside our direct experience.",0,2,0,,,,,
130,2023-03-04 18:33:14+00:00,richardcraib,@ylecun @MetaAI nice work,0,0,0,,,,,
131,2023-03-04 18:22:23+00:00,NothotdogCorp,@ylecun @yudapearl https://t.co/eOks8lzI6H,0,0,0,,,,,
132,2023-03-04 18:14:37+00:00,ITsol4u,@ylecun Can LLMs be modified to make longer term predictions? Perhaps connections between layers across attention heads. LLMs are closest we have to cortex. Modify. Combine.,1,0,0,,,,,
133,2023-03-04 18:07:08+00:00,tobias_rees,"@ylecun @yudapearl there is a subtle difference between a causal model and a model that can learn to have causal models of the world.

I think this is lost on many of the people who think @ylecun does symbolic AI 🙈",0,1,0,,,,,
134,2023-03-04 17:48:44+00:00,ryunuck,"@ylecun @yudapearl Sounds like we're just missing multi-modality and the rest is methodology, aka nothing to do with inherent intelligence, like Toolformer for example",0,0,0,,,,,
135,2023-03-04 17:47:43+00:00,sophia_surfs,"@ylecun @SohoJoeEth Lately, you've been Breaking Bad and it's awesome!",0,0,0,,,,,
136,2023-03-04 16:56:43+00:00,kt38z,@ylecun Good thing we will soon have computable causal models so that astrologers can try modeling the causal chain of how the configuration of the planets goes into our brains and modifies our personality😉,0,0,0,,,,,
137,2023-03-04 16:41:26+00:00,Danielledeco,"@ylecun @truesteel23 @MetaAI Love that the course materials are on GitHub, the curriculum looks awesome.",0,1,0,,,,,
138,2023-03-04 16:38:13+00:00,ziquafty,@ylecun Wait until he learns that science is self-fulfilling too. 😬,0,0,0,,,,,
139,2023-03-04 16:29:00+00:00,Lucasje,@ylecun We are so good at causality that we even see it in places where it doesn't exist.,0,0,0,,,,,
140,2023-03-04 16:27:59+00:00,RoderickBeck,"@ylecun I think that is a bit defensive. Human beings are capable of intellectual tasks that leave general AI completely flummoxed. Tom's mother has four children. Three are Jack, Jane, and Tom. What is the name of the 4th? ChatGPT said insufficient data. 😆",1,0,0,,,,,
