,date,author,converation,replies number,likes number,rewteet number
70,2023-02-25 14:29:05+00:00,ylecun,"@JohnSmithNL83 As I have said numerous times over the last few months, hallucinations are an inevitable property of auto-regressive LLMs.
That's not a major problem if you use them as writing aids or for entertainment purposes.
Making them factual and controllable will require a major redesign.",5,42,6
71,2023-02-25 14:17:05+00:00,ylecun,@francoisfleuret The 13B model runs on a single high-end GPU.,1,14,0
72,2023-02-25 14:16:16+00:00,ylecun,@StillTr05207382 The 13B model can run on a single high-end GPU.,0,1,0
73,2023-02-25 13:05:02+00:00,ylecun,"- People will learn to better trace the provenance &amp; assess the reliability of what they see &amp; hear, most likely with the help of new technology.
- Current auto-regressive LLMs are famously uncontrollable, but new AI systems will be controllable, factual &amp; non toxic when desired.",31,238,25
74,2023-02-25 13:04:48+00:00,ylecun,"@ericschmidt - People will learn to better trace the provenance &amp; assess the reliability of what they see &amp; hear, most likely with the help of new technology.
- Current auto-regressive LLMs are famously uncontrollable, but new AI systems will be controllable, factual &amp; non toxic when desired.",23,127,12
75,2023-02-25 12:50:59+00:00,ylecun,Applies to all domains.,6,106,7
76,2023-02-24 22:13:38+00:00,ylecun,"Generated by LLaMA.
(prompt in bold).

See appendix of the LLaMA paper: https://t.co/0y2o2zTcqv https://t.co/wnYx7KobdV",63,727,58
77,2023-02-24 22:02:35+00:00,ylecun,"@ESYudkowsky Your guess is indeed blind and hence wrong.
Particularly on the whole ""Meta has no people competent to do the tricky stuff...""
Regardless, the difference between LLaMA and ChatGPT is fine tuning through human feedback
It's expensive &amp; time consuming, but not particularly tricky.",26,321,6
78,2023-02-24 21:54:14+00:00,ylecun,"@aindrei @BlancheMinerva That's false.
Linux is under the GPL and everyone ""touches"" it.",1,29,0
79,2023-02-24 21:50:32+00:00,ylecun,"@NinaDSchick Here it is: 🤣🤣🤣
[and this is merely the first laugh]",1,8,0
80,2023-02-24 20:31:19+00:00,ylecun,Blog post: https://t.co/zDA9h0VbHF,6,88,12
81,2023-02-24 20:22:37+00:00,ylecun,"@BlancheMinerva The code is licensed under the GPLv3, which permits commercial use.",8,54,1
82,2023-02-24 20:20:33+00:00,ylecun,@phillipburch GPLv3 permits commercial use.,2,7,0
83,2023-02-24 20:19:55+00:00,ylecun,@shockrobortyy GPLv3 permits commercial use.,3,15,0
84,2023-02-24 18:56:41+00:00,ylecun,Annoucement from the LLaMA's mouth.,7,125,17
85,2023-02-24 18:53:25+00:00,ylecun,https://t.co/Z5yftjwytT,5,102,8
86,2023-02-24 18:49:50+00:00,ylecun,Some results from the paper. https://t.co/PPPa9p8KyB,2,69,7
87,2023-02-24 18:44:36+00:00,ylecun,"LLaMA is a collection of foundation LLMs from 7B to 65B parameters.
They have been trained on trillions of tokens from publicly available datasets
- LLaMA-13B outperforms GPT-3 (175B) on most benchmarks
- LLaMA-65B is competitive with the best models, Chinchilla70B and PaLM-540B",6,220,20
88,2023-02-24 18:42:01+00:00,ylecun,"LLaMA is a new *open-source*, high-performance large language model from Meta AI - FAIR.

Meta is committed to open research and releases all the models the research community under a GPL v3 license.

- Paper: https://t.co/c2CJwpRcSL
- Github: https://t.co/fGCkA9Mol0",94,2472,450
89,2023-02-24 07:43:46+00:00,ylecun,@ShaidaSherpao @pmarca Because it's harder to produce stuff that works than stuff that doesn't.,1,8,0
90,2023-02-24 03:35:38+00:00,ylecun,"@michael_at_work @OuahabiAdnane I prefer the Lisp version:
(want 'People 'Python)",1,5,0
91,2023-02-24 03:32:13+00:00,ylecun,@SamForman979 @pmarca Hehe,7,24,2
92,2023-02-24 02:40:50+00:00,ylecun,"@mark94v1 @ziv_ravid Not too late.
One of my PhD students started her PhD in her late 20s after an undergrad degree in philosophy.
She now runs a big chunk of DeepMind.",0,4,0
93,2023-02-24 02:34:10+00:00,ylecun,"@pmarca Well, but there is a better way than RLHF-tuned auto-regressive LLMs....",10,44,5
94,2023-02-23 23:25:37+00:00,ylecun,"@percyliang Yes. I think RLHF is hopeless because the space of wrong answers is very large, and the space of tricky questions has a very long tail.",5,160,16
95,2023-02-23 20:46:15+00:00,ylecun,@ziv_ravid Happens all the time 🤣,0,24,0
96,2023-02-23 13:26:45+00:00,ylecun,"@vinodgansan Actually, the first implementations of neural nets on GPUs are from Patrice Simard's group at Microsoft around 2005-2006.
https://t.co/fye5HmJcrm",0,4,0
97,2023-02-23 13:18:26+00:00,ylecun,"@SebastianSeung They are available, but my web server has a configuration issue.
The password only shows up with https on Chrome, for some reason.
If you use http (no s) or another browser, there is no issue.",4,34,1
98,2023-02-23 13:16:27+00:00,ylecun,"@GaryMarcus Errrrr, Lisp was my main programming language from 1987 to 2010.
It was a home-grown Lisp interpreter/compiler that Léon Bottou and I wrote as a front-end to our neural net simuator SN, later open-sourced as Lush.
Not sure what your point/joke is about.
https://t.co/3yRKkuK4kI",4,29,2
99,2023-02-22 20:04:18+00:00,ylecun,"If using Lisp as a front-end language to a deep learning system is ""neuro-symbolic"" then, I've doing neuro-symbolic stuff since 1987 😅
https://t.co/3yRKkuK4kI",17,156,14
100,2023-02-22 13:45:53+00:00,ylecun,@eulerfx Might have been a good idea.,2,25,0
101,2023-02-22 13:45:29+00:00,ylecun,"Even hotter take: the fact that ML and Computer Vision researchers were largely using Matlab *held back progress for years*, mostly because implementing something like a ConvNet in 2005 Matlab would have been a total nightmare.",52,1343,105
102,2023-02-22 13:40:15+00:00,ylecun,"@mansantillan @vslira1 I certainly didn't forget about Lisp.
My main Deep Learning framework used a Lisp front-end until about 2010.
https://t.co/3yRKkuK4kI

Then we switched to Torch7, which used Lua as a front-end.",1,15,1
103,2023-02-22 13:35:48+00:00,ylecun,"@OuahabiAdnane We used Lua initially and started implementing a compiler for it.
But engineers hated it.
There were 3 other reasons to switch to Python:
1. People want Python
2. People want Python
3. People want Python",36,445,15
104,2023-02-22 13:32:52+00:00,ylecun,@yacineMTB We actually thought about JavaScript when we were trying to figure out what DL platform to use in the early days of FAIR.,3,31,0
105,2023-02-22 13:31:49+00:00,ylecun,@vslira1 Touché,1,48,0
106,2023-02-22 13:31:35+00:00,ylecun,@claycurry_ Never. I positively hate Matlab. I managed to never use it.,4,374,18
107,2023-02-22 13:27:44+00:00,ylecun,"Hotter take: ML would have advanced faster if another front-end language had been available and widely adopted instead of Python.
One that is interactive yet fast &amp; compilable, multithreaded (no GIL), isn't bloated, doesn't care about white spaces,...
E.g. Julia or some Lisp.",354,3596,422
108,2023-02-22 13:18:15+00:00,ylecun,"Learning to verify AI-generated code.
From @MetaAI",3,145,23
109,2023-02-21 08:42:03+00:00,ylecun,"@TheAssetLad Looks interesting.
But I haven't written anything with it.",0,2,0
110,2023-02-21 08:31:07+00:00,ylecun,@_rockt Cool!,0,3,1
111,2023-02-21 08:19:17+00:00,ylecun,"@RMajdoddin @amitmate2010 @AlanMorte @OpenAI No.
Meta released the *control* of PyTorch to the Linux Foundation.
That's a Good Thing.
Meta certainly didn't ""give up"" PyTorch, still being by far the largest contributor to it and a major user of it for research, development, and production.",1,2,0
112,2023-02-21 08:10:59+00:00,ylecun,Is it really surprising that a chatbot trained on human dialogues that are subject to Godwin's Law will itself abide by Godwin's Law and compare its interlocutor to Hitler when the conversation heats up?,40,296,41
113,2023-02-20 19:39:25+00:00,ylecun,"@npparikh ML is a set of methods for data science, among others.
Others include statistics, various fields of applied math, signal processing, computer vision, NLP, visualization, data management, DL, AI (broadly speaking), etc....
And then there is how you apply this to various fields.",0,3,0
114,2023-02-20 19:31:16+00:00,ylecun,"@KinasRemek Way earlier.
Synertec VIM-1 / SYM-1
https://t.co/ujlcAC4HpO",1,1,0
115,2023-02-20 19:27:41+00:00,ylecun,"@npparikh Data Science = deriving knowledge from data with the help of computers, statistics, and mathematics.",1,2,0
116,2023-02-20 17:08:10+00:00,ylecun,"@togelius Clearly, there are generative models that are not used to ""generate"" anything complicated.
For example, any classifier that uses Bayes rule P(y|x) = P(x|y)P(y) / P(x).
The P(x|y) model is generative.",3,52,2
117,2023-02-20 17:01:31+00:00,ylecun,"The NYU Center for Data Science was announced 10 years ago today.

In 10 years, NYU CDS has grown tremendously and now essentially operates as a department, with PhD &amp; Masters degree programs, as well as undergraduate majors and minors in Data Science.

https://t.co/7prLJJuEEf",5,88,7
118,2023-02-20 15:09:28+00:00,ylecun,"OK, I lied. #1 was not assembly but 6502 hexadecimal machine code.",9,120,0
119,2023-02-20 15:03:27+00:00,ylecun,"@amaralibey @togelius No. If the model doesn't produce *observed* variables, it's not generative.
Embeddings are hidden.",0,7,0
120,2023-02-20 15:02:07+00:00,ylecun,"@togelius You could.
In that case, ""generative"" would not just characterize the architecture but the combination of the architecture and the inference procedure.
It's like a graphical model / factor graphs: you infer the unknown variables by finding the value that maximizes the likelihood.",0,10,0
121,2023-02-20 14:48:10+00:00,ylecun,"@Nicolas99848452 @wangilisasi Caffe was written at UC Berkeley in C++, inspired from Lush (our DL framework with Lisp front-end).
Caffe2 was written in C++ to run neural nets in production at FB.
But most people at FAIR were using Torch (with the Lua front-end).
Eventually, we all standardized on PyTorch.",1,4,0
122,2023-02-20 14:28:05+00:00,ylecun,"@the_dmoti No, thank you.",0,1,0
123,2023-02-20 14:27:50+00:00,ylecun,@taneemishere Good point.,0,1,0
124,2023-02-20 14:22:43+00:00,ylecun,"@McAllesterDavid @nlpnoah Our hippocampus can store a lot more than 4096 tokens, though.",0,2,1
125,2023-02-20 14:06:08+00:00,ylecun,"@togelius It has already happened with cartoons.
Try getting any of the original Tex Avery cartoons from the 40s and 50s.",2,12,1
126,2023-02-20 14:04:19+00:00,ylecun,"@togelius Joint Embedding Architectures (e.g. Siamese nets) are non generative.
They can capture dependencies between x and y but cannot ""generate"" y from x, and certainly cannot provide an estimate p(y|x).
Almost all successful SSL methods in image recognition use JEA or JEPA.",5,125,5
127,2023-02-20 04:52:16+00:00,ylecun,"@Arian_Khorasani We were using a Lisp interpreter/compiler that we wrote as an interactive front-end language to our neural net simulator.
https://t.co/3yRKkuK4kI",2,11,0
128,2023-02-20 04:48:51+00:00,ylecun,@wangilisasi Never had any use for it.,2,17,0
129,2023-02-20 04:45:03+00:00,ylecun,@jasonfi There was nothing else I could afford in 1977.,2,91,1
130,2023-02-20 04:42:17+00:00,ylecun,"@MrSteph8 No, not really.",0,6,1
131,2023-02-20 04:41:24+00:00,ylecun,@tweet_prat Nope.,0,2,0
132,2023-02-20 04:41:11+00:00,ylecun,"@TonyZador @patrickmineault I don't think it's worth storing in the genome.
Any unsupervised learning procedure can learn V1-style oriented edge detectors within minutes.",1,4,0
133,2023-02-20 04:39:11+00:00,ylecun,"@KnutarMike Oh yeah, I taught myself to design CMOS digital circuits in high school, before programming.",2,10,0
134,2023-02-20 04:28:00+00:00,ylecun,"Oh, I forgot Prolog, somewhere between Pascal and Forth.",12,82,2
135,2023-02-20 04:25:58+00:00,ylecun,My favorite: Lisp.,20,137,7
136,2023-02-20 04:21:58+00:00,ylecun,"@MrSteph8 During the DjVu project, in the late 1990s, we had scanned, compressed, &amp; OCRed collections of books, such as the NIPS proceedings.
We wanted to distribute that on CDROM and provide search capabilities.
I wrote a complete search engine in JavaScript so it could run in a browser.",1,31,0
137,2023-02-20 04:14:05+00:00,ylecun,"@gemhodlr Oh, I don't have a crypto bro circle, thankfully.
Just random people making comments on my tweets.",3,7,0
138,2023-02-20 04:05:51+00:00,ylecun,"1. Assembly
2. Basic
3. Fortran
4. Pascal
5. Forth
6. C
7. Lisp
8. C++
9. Javascript
10. Lua
11. Python",119,626,39
139,2023-02-20 03:55:57+00:00,ylecun,"@McAllesterDavid @nlpnoah LLMs in their current form are stateless.
Their ""state"" is entirely determined by the prompt, hence immaterial.",17,90,11
140,2023-02-19 22:29:44+00:00,ylecun,"Govt: I can assure you, we have top men working on it.
Scientists: who?
Govt: top .... men.",18,201,17
141,2023-02-19 22:26:15+00:00,ylecun,"@tdietterich You are most welcome, Tom.
There is self-interest in this openness: a rising tide of AI progress lifts all boats.",2,30,1
142,2023-02-19 22:24:17+00:00,ylecun,@rao2z And our widely advertised openness caused Google to open up a bit more.,5,33,5
143,2023-02-19 20:43:55+00:00,ylecun,"@pfhgetty @DavidBensh Indeed. Although transformers arcitectures pre-trained with self-supervised learning have been *massively* deployed by both Meta &amp; Google for many applications, such as translation &amp; content moderation, filtering, &amp; ranking.
The transition from research to product was very fast.",1,19,0
144,2023-02-19 20:39:31+00:00,ylecun,"Much of the world realized the existence and the potential impact of generative AI in the last few months with ChatGPT and StableDiffusion.
But the AI R&amp;D community has been at it for several years.
And venture investment for at least 2 years.",13,216,34
145,2023-02-19 20:03:27+00:00,ylecun,"@nimdoc I have a monochrome full frame (ASI6200MM), but that requires a filter wheel, which is not really usable with a RASA scope (the camera is in front of the window).
I also have a color full frame (ASI6200MC) but it's defective. I get no red channel 😢",0,1,0
146,2023-02-19 19:54:37+00:00,ylecun,"@DavidBensh I said it's not particularly innovative in terms of the underlying science and technology and that other shops had similar tech in-house (Google &amp; Meta).
I also said that chatGPT makes sh*t up and can be used as a writing assistant (text and code) but not much else atm.",4,80,2
147,2023-02-19 19:51:39+00:00,ylecun,@naivebaesian One gets exposed to a lot of different opinions on Twitter.,2,41,0
148,2023-02-19 19:49:17+00:00,ylecun,"@CClavius FAIR receives headcount, operating budget, &amp; computing investment.
It's a bad idea to link research funding to revenue impact for 2 reasons:
(1) the impact is indirect, often months or years after the research
(2) it gives an incentive to work on incremental short-term projects.",2,16,1
149,2023-02-19 19:07:58+00:00,ylecun,"@CClavius For FAIR, the value comes from projects with product groups to create new products and services or improve existing ones.
This pays for research several times over.",3,25,1
150,2023-02-19 19:02:00+00:00,ylecun,"Crypto bro: AI labs should stop publishing useless papers and make products that increase shareholder value.
Me: There would be no new product without the research published in those papers. New products aren't pulled out of thin air, unlike cryptocurrency value.",100,2552,259
151,2023-02-19 18:31:44+00:00,ylecun,"@notbyintent Lots of light pollution, hence the use of a narrow-band filter.
No dome. https://t.co/pqfOr6pvfv",2,4,0
152,2023-02-19 17:26:29+00:00,ylecun,"@rubenxela Les pires sont:
- les cassandres promettant l'apocalypse,
- les illuminés promettant monts et merveilles
- ceux qui critiquent, deblatèrent sur des limitations que tout le monde connait, et prétendent avoir ""la solution"" alors qu'ils n'ont absolument jamais rien contribué.",0,1,0
153,2023-02-19 16:17:24+00:00,ylecun,"@Gregdt1 Pas besoin d'aller en Chine.
L'entreprise française Haffner Energy transforme les huiles usées en hydrogène et biofuel.
https://t.co/fHAt4VBAVc",0,2,0
154,2023-02-19 15:49:23+00:00,ylecun,@elonmusk @MKBHD Just use WhatsApp 😁,11,141,3
155,2023-02-19 15:41:43+00:00,ylecun,"@taneemishere @SebastianSeung Don't worry. I'm not afraid.
I'm merely quoting HAL9000 from ""2001: A Space Odyssey"" being afraid of ""dying"" as his memory modules are slowly being disconnected one by one.",0,3,0
156,2023-02-19 15:17:34+00:00,ylecun,@Aapef Un script PyTorch fait maison qui utilise des bibliothèques classiques pour aligner les photos.,2,0,0
