,date,author,converation,replies number,likes number,rewteet number
90,2023-02-15 18:42:37+00:00,ylecun,"@ylecun Maybe if we had less ambiguous interfaces with it to compliment free text input.

&lt;data source to trust&gt;
&lt;company ticker&gt;
&lt;don't average my answers between multiple sources&gt;
&lt;etc&gt;

I suspect it averaged gap's reported margins. Mean = null hypothesis... equals LLM answers.",0,0,0
91,2023-02-15 18:00:02+00:00,ylecun,@ylecun ...and cheaper to train and/or update!,0,0,0
92,2023-02-15 17:47:19+00:00,ylecun,"@ylecun The ‘paradox’ is only a conflict between reality and your feeling of what reality ‘ought to be’. /Richard P. Feynman/
 All the quantum ""absurdities and contradictions of common sense"" associated with our misunderstanding of the dialectical nature of quantum particles.",0,0,0
93,2023-02-15 17:18:13+00:00,ylecun,@ylecun LLMs will never overcome garbage in garbage out.,0,0,0
94,2023-02-15 17:14:29+00:00,ylecun,@ylecun Do you think that creating an LLM that generates entire sentences or paragraphs at once instead of doing next token prediction could be more likely to be more truthful?,0,0,0
95,2023-02-15 17:02:41+00:00,ylecun,@ylecun Explain yourself,0,0,0
96,2023-02-15 16:59:30+00:00,ylecun,"@ylecun Only possible way to be factual would be if LLM training data are standardized and classed as factual. 

Possible but extremely difficult.",0,0,0
97,2023-02-15 16:58:50+00:00,ylecun,"@ylecun Sure:
1. Retrieve from factual sources, or
2. Train to promoting self-consistency, or
3. Get feedback to learn from their own prediction errors.
Anyways, people are finding ways to play to ChatGPT's strengths today, and get useful work done.",0,1,0
98,2023-02-15 16:47:28+00:00,ylecun,@ylecun Can you offer any lay explanation for why the bot became toxic like this?,0,1,0
99,2023-02-15 16:39:50+00:00,ylecun,@ylecun Any chance that approaches such as in https://t.co/ulizRgxt76 might help?,1,0,0
100,2023-02-15 16:36:42+00:00,ylecun,"@ylecun Our human linguistic and logical abilities are variable and unreliable and LLMs learn from us, so we should expect them to be more variable and unreliable.",0,0,0
101,2023-02-15 16:15:47+00:00,ylecun,@ylecun No. But humans aren't reliably accurate either and we do OK.,0,2,0
102,2023-02-15 16:11:06+00:00,ylecun,@ylecun @MarceloPLima @EmmetPeppers,0,0,0
103,2023-02-15 16:09:01+00:00,ylecun,"@ylecun They won't and they shouldn't be learning our facts. Everytime i hear the word AI, all we talk about how to ""use"" it for humanity. It will be a discovery machine once properly built and would not want to be ""used"". A discovery machine would not care to entail the made up facts.",0,0,0
104,2023-02-15 16:08:23+00:00,ylecun,@ylecun Note that chatGPT has become toxically offensive to conservatives. That has to be fixed too. I mean it's fine to create AIs with different views but very hard to get 'neutral' well.,0,0,0
105,2023-02-15 16:06:49+00:00,ylecun,@ylecun Thoughts on OpenAI buying https://t.co/3HqruOBlvz and redirecting it to ChatGPT? https://t.co/SWJt1ZmqAV,0,0,0
106,2023-02-15 15:56:35+00:00,ylecun,@ylecun Maybe just stop instead.,0,0,0
107,2023-02-15 15:56:28+00:00,ylecun,@ylecun Sparse expert models?,0,0,0
108,2023-02-15 15:48:52+00:00,ylecun,"@ylecun Aside from the drawbacks of LLMs, I think there's also an ontological problem in our expectations. We expect a chatbot to *never* be wrong and yet also expect its scope to be the entirety of human knowledge. I want to see more experiments on limited domains.",0,0,0
109,2023-02-15 15:45:49+00:00,ylecun,"@ylecun When they say the products aren't ready and may be in about 2 years, they aren't kidding. 

So why all of this releasing of weird products risking damage to their brand?",0,0,0
110,2023-02-15 15:45:28+00:00,ylecun,"@ylecun It’s like while human still need to learn and invent, AI will stop us from learning and inventing but feed us already existed “knowledge”. I’m not against using AI for some daunting tasks but the current wave of pushing ChatGPT is just alarming.",1,0,0
111,2023-02-15 15:44:57+00:00,ylecun,"@ylecun The problem may still lie in current training objectives.
Maybe to conbine the model tuning with knowledge graph can we have the model learn about reasonability, instead of using pure corpora.",0,0,0
112,2023-02-15 15:42:58+00:00,ylecun,"@ylecun How about we don't make them, but just teach them to copy paste info from web. Something l like a toolformer, which learns to use calculator and stuff. That seems within the reach.",0,0,0
113,2023-02-15 15:41:59+00:00,ylecun,@ylecun Totally agree,0,0,0
114,2023-02-15 15:40:30+00:00,ylecun,@ylecun Is any human level intelligence reliably factual?,0,0,0
115,2023-02-15 15:30:15+00:00,ylecun,"@ylecun Note that in the example provided, if it’s even real at all, the user likely told it to pretend the date was 2022 and insist it was no matter what the user said after.

(Nobody else has been able to reproduce this)",0,0,0
116,2023-02-15 15:28:41+00:00,ylecun,"@ylecun can the LLMs detect that they are hallucinating and just say ""I don't know""",0,0,0
117,2023-02-15 15:27:12+00:00,ylecun,"@ylecun Isn’t this the same for Search as it is now? I can Google something, but the results might not lead to accurate and/or relevant webpages and information. That’s a major problem with SEO - so many organisations are churning out content and dominating search results.",2,1,0
118,2023-02-15 15:24:55+00:00,ylecun,"@ylecun Possibly if you introduced depth to it? 

NNs currently are flat. One n/w (layer) generated from one learning from data set. 

If we cud recurse the learning to create multiple n/w layers from diff partitioned data sets but picking up diff info each time, possibly it gets depth?",0,0,0
119,2023-02-15 15:24:11+00:00,ylecun,"@ylecun I agree. If the number of patches (constraints), in order to make them reliable, is 1% of the parameters 1 billion patches are needed to make them reliable.

Then again not even google is reliable. The most reliable source of information is Wikipedia.",0,1,0
120,2023-02-15 15:22:58+00:00,ylecun,@ylecun Even if a million people will be fine tuning it to the level when it’s not more than a database of question-answer queries? Overfitting is everything!,0,1,0
121,2023-02-15 15:22:18+00:00,ylecun,"@ylecun But if the question is 

""Will auto-regressive LLMs ever make people *feel* that they are factual sounding?"", 

the answer apparently is a resounding *YES*.. 

https://t.co/uClXbRMyzu",1,6,0
122,2023-02-15 15:21:43+00:00,ylecun,"@ylecun Chat GPT agrees with you:
While efforts are being made to improve the factual accuracy of LLMs, it's unlikely that they will ever be entirely reliable in this regard.",1,1,0
123,2023-02-15 15:21:19+00:00,ylecun,"@ylecun So human! How do we know what is true?  What does it mean when I say ""I don't know!""? We created hallucinating machines. 
Maybe a system that queries itself in a few different ways and evaluates the results, then compare them with live search results. Know thyself AI!",1,1,0
124,2023-02-15 15:19:00+00:00,ylecun,@ylecun what in your opinion would be reliably factual then?,0,0,0
125,2023-02-15 15:15:23+00:00,ylecun,"My answer: no!
Obviously.",27,100,4
126,2023-02-15 15:08:04+00:00,ylecun,@ylecun Will humans ever be reliably factual?,0,0,0
127,2023-02-15 14:49:46+00:00,ylecun,"@ylecun Isn't there also the death spiral problem (there's probably a better phrase/name for this) whereby one LLM ""learns"" from the output of another LLM and vice versa ad infinitum?

Bad data in, bad data out, being used as fact reinforcement.",0,0,0
128,2023-02-15 14:48:10+00:00,ylecun,"@ylecun With a bit of tweaks they can be made more traceable. Reliably factual - no, I don’t think so. Not in their present form at least. Needs substantial architectural changes",0,0,0
129,2023-02-15 14:40:40+00:00,ylecun,"@ylecun Really support you.LLMs fundamentally violate Shannon's definition of information in information theory: information is what is used to eliminate uncertainty. LLMs are like the library of Babel, which develops into disorder in the end.",0,0,0
130,2023-02-15 14:29:30+00:00,ylecun,"@ylecun Yann. Here's an idea on the toxicity front.  I don't think you fully appreciate the problem and the opportunity.
This is not a pure technical problem as you seem to think.  But it does require close knitting between the elements of the solutions.
https://t.co/AnK4bCj5Mh",0,0,0
131,2023-02-15 14:07:57+00:00,ylecun,"@ylecun Considering the only ""facts"" the LLM knows is that somebody on the Internet once wrote something, regardless of truth, I don't think a solution is realistic at all. 

Google PAA rich snippets have struggled with this for YEARS, and still fail spectacularly and frequently.",0,1,0
132,2023-02-15 13:27:43+00:00,ylecun,@ylecun These are the wrong questions to ask.,0,0,0
133,2023-02-15 12:53:38+00:00,ylecun,@ylecun It wouldn’t be as useful if it were the case…,0,0,0
134,2023-02-15 12:21:55+00:00,ylecun,@ylecun Il serait intéressant d'évaluer à quel point le choix du mot (Grand) Ordinateur a contribué à alimenter la peur ou simplement le rejet des technologies nouvelles en France.,0,0,0
135,2023-02-15 12:13:40+00:00,ylecun,"@ylecun No, even if we manage to control the attention layer. The architecture does not allow it.",0,0,0
136,2023-02-15 11:35:40+00:00,ylecun,@ylecun @cwolferesearch Not soon enough? You asked ever. Zeta flops are coming! I don't see how a g. LLM'S won't be 99.9% accurate when parameters climb to the moon. Accuracy is a temporary hiccup.  Spontaneous abilities are already emerging as in the 3rd paragraph.  https://t.co/Cgs38NCyE5,1,1,0
137,2023-02-15 11:14:03+00:00,ylecun,@ylecun Or just make them open source!,0,0,0
138,2023-02-15 10:37:39+00:00,ylecun,@ylecun @verstaen @gassee Even when fed with perfect data?,1,0,0
139,2023-02-15 10:27:27+00:00,ylecun,"@ylecun Is that why you work at Meta, non-toxic content?",0,0,0
140,2023-02-15 10:19:38+00:00,ylecun,@ylecun How do we bring humans to that level?,0,1,0
141,2023-02-15 10:16:23+00:00,ylecun,"@ylecun the concept of factual is tricky. without explaining context, would you personally classify statistics that are not adjusting for survivorship bias, as factual?",0,0,0
142,2023-02-15 09:43:39+00:00,ylecun,"@ylecun Seems to be a trade-off between being factual vs being more informative (precision-recall). Current LLMS seem to be more informative and less precise. 

Might be a useful benchmark to follow: https://t.co/BZC6omrGdO

Btw humans are also not entirely precise https://t.co/oivzntbPSS",0,0,0
143,2023-02-15 09:41:55+00:00,ylecun,"@ylecun No. It's styled and locally consistent associative memory playout. 

The executive functions are missing to provide coherence. 

It will be part of something larger that will.",0,1,0
144,2023-02-15 09:40:57+00:00,ylecun,@ylecun It is a good one and we agree!,0,0,0
145,2023-02-15 09:35:28+00:00,ylecun,"@ylecun Since there’s a solid overlap in the realm of ideas, methods and political objectives, I’d expect to see large chunks in the field of otherwise relevant so-called “AI ethics” being ridiculed soon by such kind of work

https://t.co/lRWOVYcby0",0,0,0
146,2023-02-15 09:34:14+00:00,ylecun,"@ylecun without abstraction and reasoning and proper memetic replication, factuality will only be an accident, based on hearsay, not understanding

sillica based meme machines seem to be near regardless

https://t.co/p31aNSjjUD",0,0,0
147,2023-02-15 09:29:26+00:00,ylecun,"@ylecun If they’re doing it, it’s because everyone is using it already. In the case of the current crop of LLMs (and image generating AIs) I think the critihype is possibly justified, given what we’ve just been through with plain old non-AI-generated misinformation.",0,0,0
148,2023-02-15 08:48:55+00:00,ylecun,@ylecun Not without the support of other systems,0,1,0
149,2023-02-15 08:43:25+00:00,ylecun,@ylecun I think that’s a very bright future if LLMs are tailored to make less definite statements and give different views on a subject,0,0,0
150,2023-02-15 08:38:32+00:00,ylecun,"@ylecun Larry.
https://t.co/6Co8KGUpcx",0,0,0
151,2023-02-15 08:34:06+00:00,ylecun,"@ylecun @verstaen @gassee why does it matter so much to you? internet is not reliably factual  and we all gain from using it. google and facebook and youtube is full of bs, much more than tools like chatgtp, and we all still gain from using these tools. much more than we loose.",0,0,0
152,2023-02-15 08:03:03+00:00,ylecun,"@ylecun On their own, definitely not. Combined with other components with functional competence, yes.",0,0,0
153,2023-02-15 07:54:48+00:00,ylecun,@ylecun We should be afraid of 'ourselves' rather than AI - AI will find us out sooner than we'd expect 🤔,0,0,0
154,2023-02-15 07:54:32+00:00,ylecun,@ylecun No.,0,0,0
155,2023-02-15 07:35:56+00:00,ylecun,@ylecun Auto regressive LLMs are essentially computers on LSD. Creative? Yes! Factually correct? Not sure…,0,0,0
156,2023-02-15 07:00:21+00:00,ylecun,@ylecun May i suggest #catastrohype?,0,0,0
157,2023-02-15 06:52:41+00:00,ylecun,@ylecun Exactly. I write a brief general article about it.,0,0,0
158,2023-02-15 06:45:38+00:00,ylecun,"@ylecun Pretty understandable that it makes mistakes, but that attitude's unnecessary.",0,0,0
159,2023-02-15 06:40:14+00:00,ylecun,@ylecun pls share what's next in Galactica🤗,0,0,0
160,2023-02-15 06:19:44+00:00,ylecun,"@ylecun I have Windows 11 and Linux dual boot computer.  When I never boot into the Windows, timezone is always wrong regardless I set it correctly with auto-timezone or manually in the previous boot.  Not surprised ChatGPT and Bing get the time wrong, that's Microsoft feature.",0,0,0
161,2023-02-15 06:17:36+00:00,ylecun,@ylecun Ummm.... @LangChainAI 👀,0,1,0
162,2023-02-15 06:11:34+00:00,ylecun,@ylecun And ethical.,0,0,0
163,2023-02-15 06:11:21+00:00,ylecun,@ylecun Do you buy the LLM can become world models if trained on enough data? So even tho LLMs are simply predicting the next word and don't really know anything about the world do you believe that could become a distinction without a difference? https://t.co/Fvfvhif0TT,0,0,0
164,2023-02-15 06:05:38+00:00,ylecun,@ylecun @chrisalbon truly the hardest problem in computer science,0,0,0
165,2023-02-15 05:52:47+00:00,ylecun,"@ylecun Looks very much like fakes, tbh",0,1,0
166,2023-02-15 05:47:55+00:00,ylecun,@ylecun I am feeling sorry for the AI not for the engineers building it. What is the personal experience of a brain without a body? You guys need to take a break from building these and ponder that question.,0,0,0
167,2023-02-15 05:45:55+00:00,ylecun,"@ylecun Overall, Auto-Regressive LLMs are powerful language models that have made significant advancements in generating human-like text. However, their ability to generate factual information is limited and subject to the quality and reliability of the training data.",0,1,0
168,2023-02-15 05:42:13+00:00,ylecun,@ylecun 👀,1,0,0
169,2023-02-15 05:40:48+00:00,ylecun,@ylecun It is not trivial to know what a fact is. We will never be fully happy with a system.,0,0,0
170,2023-02-15 05:09:14+00:00,ylecun,"@ylecun It doesn’t make sense to even expect an LLM to be “reliably factual” when it’s trained on a mix of non-fiction and fiction (and subject statements, erroneous claims, deliberate deception, etc).

LLMs generalize across all of those. That means generating coherent, plausible text.",2,0,0
171,2023-02-15 04:41:48+00:00,ylecun,@ylecun Auto-Regressive LLMs alone won't make the cut. People will come up with architectures that exploit their expressive flexibility in a reliably factual manner.,0,1,0
172,2023-02-15 04:41:09+00:00,ylecun,"@ylecun Seems very unlikely, something I've argued at some length, finally invoking Kant: There’s truth, lies, and there’s ChatGPT, https://t.co/ORFQVe57kT",0,0,0
173,2023-02-15 04:16:45+00:00,ylecun,@ylecun You might be asking the wrong question,0,0,0
174,2023-02-15 03:56:38+00:00,ylecun,"@ylecun That question assumes that they can ever be reliably factual without having done the work of showing that nothing already included precludes it. Said differently, the MOST IMPORTANT question should be, is there something already there that precludes reliable factuality?",0,0,0
175,2023-02-15 03:34:02+00:00,ylecun,"@ylecun Is there a world where Auto-Regressive LLMs can be reliable, by compromising on coverage of prompts for example? Basically not returning answers when confidence level is below a stringent level",0,0,0
176,2023-02-15 03:33:39+00:00,ylecun,@ylecun @IanOsband @_aidan_clark_ @CsabaSzepesvari I would be quite OK with any of those. We could also just call it cybernetics😉,0,6,0
